,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
benchmarks demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,31,36,75,141,181,245,355,608,1594,3290
high dimensional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,15,33,26,66,64,138,126,140,168,239,376,392,384,376,262,279,184,3289
specifically propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,10,13,19,25,49,71,123,190,274,349,431,483,663,572,3285
current state,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,9,8,21,30,40,44,45,58,91,125,213,262,320,290,285,441,530,459,3283
provide theoretical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,17,31,29,38,43,67,80,138,184,260,279,303,406,567,820,3283
number parameters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,22,34,21,34,85,140,213,330,351,372,372,418,509,365,3279
programming language,0,0,0,0,0,0,0,0,5,6,10,9,5,10,11,9,12,11,19,25,61,61,72,101,81,83,124,163,212,233,279,282,283,334,385,392,3278
local global,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,19,29,20,29,29,44,72,84,100,152,269,330,368,494,593,622,3274
given set,0,0,0,0,3,3,0,0,0,0,7,6,6,0,7,3,10,16,30,49,63,96,115,110,105,135,163,185,210,238,312,304,284,262,303,249,3274
optimization algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,23,22,30,36,75,59,113,120,157,260,361,323,372,379,476,454,3274
achieve better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16,9,31,33,34,61,57,117,201,267,345,413,463,490,412,305,3272
component analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,15,11,21,42,50,58,69,110,132,126,190,213,270,303,323,275,279,332,438,3271
first introduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,8,8,18,20,31,42,52,55,83,121,194,217,266,325,392,542,884,3271
different levels,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,5,4,9,12,16,24,26,48,50,60,80,110,199,245,352,333,382,437,485,382,3270
findings reveal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,6,18,17,37,40,54,390,1073,1614,3269
power system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,13,54,68,63,76,135,168,297,344,371,312,417,421,496,3266
first show,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,10,12,16,36,33,46,72,68,86,100,120,150,227,229,305,341,334,352,348,368,3264
limitations propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,9,22,39,55,93,111,146,322,667,1781,3259
performance analysis,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,9,13,19,29,73,68,96,114,129,117,137,196,179,212,279,258,262,293,360,397,3257
good performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,16,8,24,31,47,55,74,85,112,158,237,291,371,388,409,354,354,220,3257
various tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,4,25,47,73,119,161,206,283,610,1014,696,3253
intrusion detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,25,42,84,30,82,70,72,33,67,91,173,227,227,323,291,343,443,610,3247
new dataset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,34,68,125,199,249,301,361,398,458,540,494,3247
comparative analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,7,11,35,38,32,32,44,59,70,122,153,169,179,417,882,982,3246
linear regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,32,32,54,60,70,80,106,190,248,367,330,332,413,425,480,3238
programming languages,0,0,0,0,0,0,0,0,0,3,6,0,0,5,6,6,11,12,14,28,65,47,50,73,61,95,109,119,168,190,214,260,292,341,483,577,3235
method proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,26,21,48,51,42,74,95,150,176,291,369,385,415,399,381,285,3231
stateoftheart sota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,103,209,342,580,927,1020,3229
great potential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,16,7,9,16,12,27,43,58,104,153,262,332,396,562,624,594,3226
neural machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,172,286,418,482,486,417,313,293,221,91,3221
applications including,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,5,16,14,16,25,44,43,50,77,111,157,178,255,310,290,418,580,607,3218
special cases,0,0,0,0,0,0,0,0,0,4,4,4,3,7,7,17,17,20,39,46,70,88,102,160,112,178,190,192,185,218,257,243,262,269,251,270,3215
models like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,11,8,11,17,18,29,72,106,134,183,471,991,1147,3214
data used,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,15,17,21,33,35,65,67,113,159,249,330,403,399,419,470,401,3209
models vlms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,179,853,2157,3208
amount data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,11,28,23,48,49,59,62,81,151,208,252,366,390,451,416,366,227,3205
user experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,18,20,34,39,83,92,105,128,226,247,288,390,731,776,3203
large amounts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,8,13,23,28,37,45,97,129,203,244,332,389,385,487,433,334,3203
signaltonoise ratio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,26,36,37,63,68,69,81,89,94,95,142,155,188,259,253,250,337,450,475,3201
overall performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,9,15,22,20,28,23,33,49,65,114,161,219,259,267,445,644,808,3196
evaluation results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,10,21,29,33,62,104,163,192,265,373,332,438,557,583,3193
often struggle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,15,25,47,232,941,1902,3192
challenge propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,15,24,44,97,149,176,237,500,748,1183,3192
model also,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,15,7,10,22,22,39,44,65,60,89,126,175,220,335,355,363,409,423,400,3190
probability distributions,0,0,0,0,0,0,0,0,0,0,4,4,0,6,6,11,17,15,31,26,38,48,85,131,75,83,90,128,175,232,303,310,268,291,380,429,3186
named entity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,22,30,22,61,103,162,299,359,379,456,497,425,356,3183
learning systems,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,9,17,20,48,93,211,295,385,361,369,382,441,524,3178
develop novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,14,21,21,31,40,52,92,119,177,228,293,344,368,420,485,453,3174
training deep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,19,73,105,174,286,369,430,389,361,382,303,272,3174
random variables,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,7,23,24,25,38,60,96,134,135,98,155,131,159,223,288,281,278,255,257,243,238,3168
higher accuracy,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,13,17,30,49,73,158,241,286,291,340,414,505,724,3167
smart contracts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,53,243,382,334,381,280,390,507,584,3166
positive negative,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,4,20,23,33,54,67,63,100,112,135,170,284,260,409,432,495,484,3159
without compromising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,9,6,14,15,15,25,48,43,73,116,170,150,182,381,764,1134,3157
evaluate approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,12,16,24,40,77,126,188,226,278,330,307,402,463,651,3153
mental health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,15,43,56,84,182,162,250,459,851,1028,3152
matrix factorization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,38,77,61,122,131,196,252,225,313,314,329,293,244,289,241,3151
models large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,13,15,18,32,38,66,96,130,171,499,953,1104,3149
study propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,15,13,17,28,65,122,147,239,281,380,552,655,620,3144
theoretical guarantees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,28,29,49,56,66,90,132,179,243,280,285,355,486,835,3143
take advantage,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,9,6,10,35,32,46,74,73,89,128,146,194,279,353,378,401,377,307,190,3142
human pose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,28,36,72,130,164,281,357,352,367,479,424,439,3141
demonstrate superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,10,28,33,59,84,155,173,183,257,451,830,847,3133
training inference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,42,86,123,212,266,333,463,722,866,3132
wireless sensor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,17,44,47,72,213,175,267,309,327,246,207,182,139,173,149,152,116,54,94,119,3132
two novel,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,5,6,22,12,25,37,39,65,91,152,204,266,333,330,476,494,565,3132
demonstrate efficacy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,14,24,22,29,58,98,142,197,280,321,336,470,670,449,3130
address limitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,10,14,38,50,81,111,152,392,721,1541,3128
dataset demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,15,33,71,114,153,218,261,306,440,623,877,3127
performance evaluation,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,9,10,24,48,40,87,75,79,94,124,136,152,202,241,263,283,330,476,439,3124
various domains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,16,9,21,38,50,72,125,147,179,535,1125,782,3119
framework called,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,13,13,31,31,51,69,124,170,229,331,338,567,652,489,3119
taking account,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,12,20,22,29,39,63,63,96,94,96,132,177,189,228,334,320,275,348,374,197,3119
network trained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,0,10,9,17,32,88,189,288,364,437,389,373,317,270,316,3112
model checking,0,0,0,0,0,0,0,0,0,0,5,0,0,17,20,17,14,23,34,65,77,105,152,138,153,147,201,194,160,187,174,272,215,233,230,278,3111
detection using,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,10,9,31,38,45,68,104,187,204,297,315,361,418,462,522,3105
compressed sensing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,94,136,134,153,280,231,210,227,186,196,201,213,206,161,136,147,152,3103
approximation algorithm,0,0,0,0,0,0,0,0,0,0,4,0,10,0,11,8,19,22,34,65,67,112,131,133,149,151,177,155,210,186,268,249,226,252,229,233,3101
error correction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,24,23,23,42,30,80,72,66,59,71,78,143,176,214,200,274,376,507,624,3101
overcome limitations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,8,15,18,24,32,53,93,87,166,175,213,393,651,1154,3100
prior works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,15,25,34,45,69,140,227,343,451,576,586,565,3094
test data,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,6,0,4,9,12,21,25,36,30,63,96,156,238,322,360,373,428,490,410,3089
optimization framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,18,19,34,35,64,71,78,116,168,257,247,267,346,475,879,3089
entity recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,24,19,49,86,138,260,336,347,440,495,480,389,3088
dataset show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,16,40,63,94,216,294,389,392,432,382,325,427,3087
promising approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,9,13,23,30,40,53,111,116,194,208,241,455,689,885,3085
learning rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,7,8,6,17,32,60,76,163,282,371,368,312,357,491,515,3085
many realworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,31,40,36,51,67,98,164,247,301,321,398,433,418,454,3084
may lead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,10,21,24,32,38,40,55,65,95,127,215,305,348,382,371,512,426,3082
logistic regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,16,36,36,45,65,112,125,199,249,284,334,274,339,412,532,3081
feature representation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,27,40,71,109,200,218,311,332,368,386,472,532,3080
framework integrates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,9,24,28,26,52,57,135,551,2176,3078
use case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,14,27,29,35,60,75,130,174,284,395,398,442,483,501,3074
learning problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,19,21,39,51,54,71,107,162,201,300,370,331,369,365,311,285,3071
attention mechanisms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,52,93,187,189,262,242,303,664,1051,3070
systems however,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,5,5,20,25,29,45,48,55,74,101,171,251,277,283,433,555,680,3070
two new,0,0,0,0,0,0,0,0,0,0,10,3,3,3,3,5,9,19,20,23,34,54,46,61,75,68,118,113,169,223,318,315,322,361,360,332,3067
one hand,0,0,0,0,0,0,3,0,0,0,8,4,4,0,8,13,10,14,15,18,28,37,46,54,56,94,102,126,166,224,313,315,355,393,389,269,3064
time algorithm,0,0,0,0,0,0,0,0,0,0,7,0,4,7,3,8,17,33,53,62,70,96,125,132,145,161,156,171,242,229,257,223,200,258,215,188,3062
method also,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,5,9,10,20,21,41,48,57,61,93,108,151,248,308,342,375,382,401,367,3060
fourier transform,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,11,4,19,20,28,37,69,89,92,117,130,149,172,240,233,216,278,319,389,431,3060
convergence rates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,19,22,34,28,41,54,66,168,236,343,328,314,345,466,580,3059
image reconstruction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,22,17,31,63,53,135,136,263,302,323,328,416,475,455,3049
data science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,33,85,104,151,228,375,362,357,404,433,489,3046
significantly improved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,12,29,29,31,56,106,129,191,197,271,272,375,563,751,3040
tabular data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,15,17,51,116,205,318,519,841,946,3038
work study,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,16,31,45,40,56,64,89,122,146,206,271,342,393,390,385,423,3038
image retrieval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,29,11,25,32,52,117,171,174,234,267,294,274,302,380,334,319,3034
generalization performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,22,15,37,30,58,122,185,254,349,409,513,524,491,3029
privacy concerns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,21,27,27,33,56,76,97,211,240,297,437,698,782,3028
image data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,8,21,15,30,39,68,112,169,196,300,308,381,398,477,476,3027
complex systems,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,7,12,21,23,20,30,54,73,84,93,76,78,142,133,155,218,239,272,290,450,536,3027
comprehensive evaluation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,11,7,14,21,33,65,80,95,110,400,886,1290,3026
source target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,12,11,36,68,112,187,244,380,398,413,402,372,368,3026
control problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,11,24,50,33,62,66,70,86,114,139,234,353,308,322,371,351,411,3024
promising solution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,6,16,27,35,36,74,90,112,146,187,440,798,1035,3019
multipleinput multipleoutput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,23,22,45,51,57,57,89,113,139,169,170,157,195,230,305,285,281,341,271,3019
feature fusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,44,68,109,183,300,329,463,626,865,3017
fill gap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,10,8,6,14,16,40,38,52,95,137,197,289,362,498,615,627,3015
key idea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,13,16,35,35,38,59,71,118,166,205,306,316,354,416,448,395,3009
literature review,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,24,20,33,50,72,89,151,224,298,330,460,621,608,3006
source domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,19,36,71,162,223,379,423,442,457,441,325,3005
model selection,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,8,8,17,24,22,77,65,45,64,65,79,131,192,242,280,280,359,448,588,3005
performance stateoftheart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,25,59,100,161,225,276,331,363,461,483,490,3003
existing algorithms,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,7,5,15,25,37,48,83,85,94,98,151,195,223,274,293,297,345,374,342,3001
kalman filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,17,16,33,56,45,97,93,133,142,187,234,302,317,343,443,521,3001
visual question,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,73,115,134,157,222,222,270,428,591,762,3000
point view,0,0,0,0,12,4,3,6,3,0,14,8,12,6,9,15,19,24,28,38,69,74,86,104,104,125,134,163,212,219,279,275,256,251,268,177,2997
sample efficiency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,33,74,179,237,336,384,432,523,784,2996
combinatorial optimization,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,4,5,8,11,19,35,42,53,67,74,65,89,97,116,181,249,223,313,346,459,519,2994
existing work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,16,21,22,28,37,35,85,96,147,172,312,324,368,444,448,423,2994
features extracted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,10,32,45,67,98,141,203,264,323,317,346,344,382,398,2994
deep generative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,46,90,233,283,352,394,368,437,424,339,2994
conduct experiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,14,6,22,36,64,114,229,285,371,390,538,509,394,2993
also discuss,0,0,0,0,0,0,0,0,0,3,6,4,9,8,9,9,12,15,24,27,37,54,67,76,81,83,111,152,161,203,286,287,288,331,349,300,2992
stateoftheart baselines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,34,80,124,158,240,309,386,543,1080,2989
detection accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,7,7,27,30,72,110,168,217,252,270,323,540,953,2989
aerial vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,27,57,101,185,233,274,292,320,416,491,568,2985
also known,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,6,9,5,20,24,38,53,61,60,69,82,101,121,170,238,276,262,285,362,384,341,2979
current approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,17,12,16,24,32,50,66,108,132,203,251,285,327,537,900,2978
binary classification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,7,0,8,21,19,34,46,43,75,151,196,296,323,335,380,484,541,2977
transformer models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,166,312,378,586,712,762,2976
performance various,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,14,11,13,25,35,51,84,124,206,256,355,597,718,471,2973
recommendation systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,12,27,26,46,70,56,135,129,189,233,263,383,650,733,2972
baseline models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,12,27,95,154,195,299,312,432,647,782,2972
problem using,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,9,9,21,24,39,56,67,71,85,104,142,178,263,299,302,341,328,328,286,2970
often fail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,16,24,48,75,116,121,144,211,629,1573,2969
evaluate proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,17,17,25,43,74,131,194,291,356,370,371,423,328,307,2969
series data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,6,8,14,23,21,51,72,128,179,278,241,286,469,628,536,2968
predictive performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,21,18,25,24,42,56,113,169,244,270,300,334,487,852,2963
activation functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,19,43,92,192,257,334,308,302,403,524,470,2962
images using,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,11,20,30,29,39,78,132,221,272,296,293,312,370,445,386,2961
propose framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,15,17,25,22,32,32,76,92,148,210,269,315,333,422,438,503,2961
furthermore show,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,7,9,8,21,30,36,33,52,57,73,91,140,184,251,269,273,306,353,360,390,2955
develop new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,8,12,10,19,41,41,47,74,103,105,142,181,228,294,310,355,333,331,298,2955
temporal logic,0,0,0,0,0,0,0,0,0,5,0,3,0,7,5,6,11,15,14,17,41,41,72,88,102,90,115,115,153,192,288,287,299,308,320,358,2952
data training,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,18,36,62,126,173,245,329,367,450,619,509,2948
evaluation framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,3,3,6,17,16,20,42,67,102,133,122,269,637,1493,2945
better understand,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,13,13,18,24,32,35,50,71,94,127,194,268,342,362,415,442,431,2944
large margin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,9,14,30,35,62,90,164,265,332,383,505,485,344,208,2944
complex tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,15,19,29,48,68,127,127,171,187,382,709,1045,2944
using machine,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,9,16,38,44,74,137,224,364,366,389,442,453,367,2942
paper focuses,0,0,0,0,0,3,0,0,0,0,3,6,0,3,7,0,7,16,15,16,24,37,52,77,74,59,83,95,159,189,250,285,297,419,440,326,2942
training strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,35,83,85,182,277,338,441,586,892,2941
side information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,22,28,73,46,59,101,122,84,157,141,172,189,214,246,226,203,201,229,196,170,2936
image restoration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,9,13,32,32,66,62,109,129,196,188,263,427,688,694,2935
accuracy compared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,8,15,23,38,78,127,197,239,298,297,344,559,695,2934
learning paper,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,20,19,21,27,41,75,130,188,273,336,343,345,341,400,358,2932
information theory,0,0,0,0,0,0,0,0,0,4,4,4,6,15,8,24,20,28,53,52,83,99,101,95,111,157,129,127,142,177,193,190,233,218,301,356,2930
precision recall,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,4,3,13,17,12,34,38,38,85,138,151,217,231,213,367,522,831,2924
paper considers,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,8,25,33,37,47,55,70,118,105,125,176,166,201,226,269,279,291,242,250,182,2923
feature representations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,42,58,110,138,231,250,353,352,328,439,594,2921
