,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
dimensional euclidean space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,10,7,9,13,22,16,18,22,17,24,20,23,22,20,23,17,13,15,327
machine learning applications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,20,36,48,45,43,41,49,24,327
quantum error correction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,5,0,0,9,6,6,7,11,6,9,10,10,13,26,24,25,30,42,70,326
identically distributed iid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,6,4,11,21,14,14,16,8,17,13,24,23,23,22,29,33,29,326
partial differential operators,0,0,0,0,0,0,0,0,5,3,3,0,3,0,4,3,3,10,9,6,10,18,12,18,11,22,17,22,12,14,26,11,15,14,17,20,18,326
provide upper bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,15,10,15,14,12,14,17,18,23,27,24,22,30,38,28,326
elliptic boundary value,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,7,7,13,14,25,17,24,23,20,30,15,22,21,8,20,21,24,326
algebraically closed fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,11,7,7,8,9,11,18,18,18,15,34,22,21,19,11,19,17,23,23,326
positive integer let,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,3,0,3,7,6,10,14,12,7,21,16,10,19,17,21,14,26,34,22,24,24,325
gaussian noise awgn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,12,14,19,21,20,25,24,20,16,26,20,24,14,17,18,15,325
optimal error estimates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,17,17,19,29,20,22,27,36,26,31,45,324
finite dimensional representations,0,0,0,0,0,5,0,7,7,8,8,9,10,11,14,12,13,15,16,5,13,15,6,13,9,19,12,12,7,17,9,6,8,7,8,7,16,324
joint sourcechannel coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,20,7,10,12,11,13,9,18,9,9,16,13,11,26,25,33,53,324
homotopy type theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,11,13,24,30,20,22,24,23,32,28,45,28,324
basic reproduction number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,11,11,13,14,21,18,50,33,30,27,39,34,323
semisimple lie algebras,0,0,0,0,0,0,0,0,0,6,7,6,7,9,3,9,5,6,11,21,10,15,6,17,11,10,5,19,15,9,20,21,16,10,8,21,20,323
set positive integers,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,10,8,0,13,11,10,10,17,15,26,18,23,14,20,15,28,26,14,16,15,323
hilbert modular forms,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,11,9,6,9,8,12,11,15,10,21,31,16,19,35,23,10,6,35,19,322
semilinear wave equation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,3,9,9,18,12,11,10,17,21,20,30,28,30,15,21,25,22,322
nonlinear ordinary differential,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,10,4,6,16,13,12,13,15,16,16,22,12,24,21,12,27,20,27,27,322
integrated density states,0,0,0,0,0,0,0,0,0,0,0,8,0,17,11,13,13,18,21,14,6,22,13,9,11,5,10,6,12,12,12,15,11,22,14,15,12,322
semilinear elliptic equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,13,10,10,10,16,12,20,15,17,13,12,21,22,15,29,25,24,28,321
several open problems,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,3,7,7,12,11,8,9,18,14,16,25,14,27,24,27,30,26,30,321
infinitely many solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,11,12,18,16,22,18,29,14,22,17,21,20,32,53,321
consider problem estimating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,8,14,8,14,15,14,18,20,17,24,25,22,18,29,21,15,19,321
establish sufficient conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,6,6,10,7,8,12,15,19,13,19,23,14,20,18,25,26,64,320
holomorphic vector bundles,0,0,0,0,4,0,7,4,3,0,0,10,8,12,8,10,5,5,7,5,4,3,7,12,7,11,8,13,15,10,21,21,19,22,18,20,21,320
stochastic optimization problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,8,6,5,9,23,18,32,23,37,39,28,42,36,320
paper present novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,13,16,13,8,17,21,28,30,22,27,42,35,32,320
extend previous results,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5,6,12,9,8,13,18,16,11,7,16,18,21,17,18,26,19,17,29,21,319
show proposed scheme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,10,13,13,17,23,40,29,27,29,30,20,29,16,319
hidden markov models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,12,9,13,7,29,27,18,12,15,17,13,13,13,19,26,13,15,18,10,319
artificial neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,9,24,20,33,49,55,45,36,36,319
boundary conditions paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,5,7,11,11,5,15,17,21,20,21,19,28,26,33,35,34,319
upper half plane,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,7,15,11,17,8,15,14,13,16,15,13,29,13,25,12,13,13,16,16,22,319
functional differential equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,5,7,7,7,29,19,13,22,30,20,9,16,27,17,21,33,18,319
lower central series,0,0,0,0,0,0,0,3,0,4,0,0,5,0,7,8,5,8,8,5,12,11,14,5,20,13,14,14,26,19,14,25,16,16,6,17,23,318
known upper bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,9,13,9,10,19,19,20,25,16,19,20,14,20,25,27,40,318
totally real number,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,7,9,8,12,9,12,10,14,18,6,21,12,10,18,21,28,17,20,31,21,318
reduced order models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,11,25,30,31,35,35,49,43,40,318
uniqueness weak solutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,8,7,14,13,28,11,29,21,22,21,18,15,29,27,38,317
paper study asymptotic,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,9,6,9,15,11,16,13,12,13,13,13,22,18,24,15,17,20,29,30,317
systems conservation laws,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,5,0,5,6,7,8,8,11,15,17,20,16,22,16,22,14,8,16,20,31,39,317
numerical experiments performed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,14,9,12,24,21,22,23,45,26,40,31,36,317
time series data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,5,15,16,15,20,17,31,39,48,46,46,317
positive mass theorem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,9,4,5,6,16,12,10,17,10,12,16,25,20,12,27,24,35,16,19,316
first order differential,0,0,0,0,0,0,0,0,7,11,11,13,9,10,10,8,6,5,8,7,12,14,10,9,16,13,11,5,10,14,18,19,13,10,15,11,11,316
linear network coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,16,28,18,22,33,23,31,30,24,12,14,8,9,11,5,7,4,316
paper give explicit,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,6,4,4,12,11,7,7,12,16,8,9,11,17,24,19,26,23,16,16,15,21,19,315
online convex optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,16,8,39,33,28,47,49,52,30,315
prove similar result,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,9,12,10,15,15,12,16,30,16,21,21,23,17,19,14,20,24,315
multiple orthogonal polynomials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,11,11,11,15,28,4,18,0,12,16,13,15,31,27,61,19,315
paritycheck ldpc codes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,9,5,12,14,16,18,12,16,11,13,21,13,25,13,14,11,14,23,33,314
recurrent neural networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,13,33,42,43,43,31,51,36,313
mobile edge computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,35,46,39,54,30,21,30,19,313
simple lie groups,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,9,0,11,9,3,12,15,10,18,21,24,19,23,18,15,13,9,13,16,15,14,12,313
compact riemann surfaces,0,0,0,0,4,0,0,0,0,3,0,4,6,7,0,5,12,0,17,5,9,3,5,11,19,6,11,21,16,26,10,20,11,20,14,16,32,313
space continuous functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,11,14,11,11,12,14,10,15,20,31,21,18,25,29,27,25,313
noetherian local ring,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,5,13,13,13,6,10,14,16,12,18,13,17,12,10,14,9,17,14,17,23,26,313
constrained optimization problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,13,14,17,15,23,21,26,32,27,33,35,35,313
proof main result,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,12,3,10,13,8,14,15,25,16,14,12,9,21,19,19,29,20,18,21,313
effectiveness proposed algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,13,17,17,17,16,17,26,31,25,35,45,40,313
branching random walks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,9,13,15,19,12,14,6,22,16,17,11,17,14,13,13,17,19,43,312
dynamic boundary conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,7,10,15,17,10,16,22,21,21,18,42,24,38,38,312
fractional sobolev spaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,14,8,14,29,19,33,15,33,29,39,49,311
field characteristic let,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,9,12,8,12,11,17,12,18,16,21,10,15,16,20,17,8,17,12,16,10,14,311
free boundary minimal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,17,21,34,30,27,31,46,29,32,311
present paper show,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,8,12,8,6,12,15,22,10,16,17,16,25,20,19,15,23,15,16,19,311
operators banach spaces,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,4,0,7,8,15,3,9,10,9,19,12,22,19,21,19,17,22,21,35,27,311
numerical results confirm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,13,9,11,15,19,17,25,31,25,25,22,28,49,310
least squares problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,16,12,13,28,16,25,15,33,30,24,17,38,28,310
minimal free resolution,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,10,12,5,8,13,0,5,16,13,11,13,11,15,18,16,12,13,24,18,15,23,22,309
paper extend result,0,0,0,0,0,3,0,0,0,3,0,4,0,0,3,3,5,6,7,4,0,5,10,10,10,12,11,15,18,24,14,28,19,20,21,23,31,309
smooth complex projective,0,0,0,0,0,0,3,0,0,3,3,0,5,3,0,6,5,4,13,12,12,17,21,20,12,9,11,16,13,12,17,19,12,14,16,13,18,309
monte carlo mcmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,6,11,10,10,22,12,19,14,16,28,25,21,28,37,31,308
asymptotic formula number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,7,12,11,16,15,23,16,14,25,8,17,16,26,16,22,19,24,308
holomorphic sectional curvature,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,8,6,11,6,3,13,10,12,16,18,33,13,30,29,15,31,16,25,308
derive closedform expressions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,5,13,20,17,14,16,24,26,26,27,31,29,44,308
study basic properties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7,9,15,17,12,24,21,23,17,17,20,24,19,15,32,9,308
paper introduce concept,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,7,8,9,9,14,18,22,20,21,30,28,23,25,29,32,307
functions bounded variation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,4,5,7,13,19,21,9,15,18,17,25,23,17,19,21,26,28,307
polynomials finite fields,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,11,7,12,23,11,21,18,36,20,15,11,12,20,15,31,30,307
two main results,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,9,5,8,4,7,4,13,13,15,8,18,18,18,16,20,15,19,21,24,36,307
signaltointerferenceplusnoise ratio sinr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,11,14,19,31,31,21,22,24,14,17,28,24,32,307
linear dynamical systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,7,3,5,8,12,20,21,22,50,34,21,30,21,37,307
nonnegative matrix factorization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,9,9,10,15,16,30,16,9,32,24,27,25,23,28,22,307
positive ricci curvature,0,0,0,0,0,0,0,0,0,0,3,0,9,6,0,11,6,0,8,0,5,10,11,11,7,5,10,22,11,14,22,28,8,25,20,30,24,306
machine learning algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,20,35,41,47,46,43,36,19,306
alternating sign matrices,0,0,0,0,0,0,0,0,0,0,0,9,6,8,6,15,11,8,14,9,25,0,17,11,7,17,10,8,12,12,16,8,16,7,16,18,19,305
maximum distance separable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,6,5,6,5,8,22,18,30,34,25,31,20,22,24,31,305
simple lie group,0,0,0,0,4,0,0,0,0,7,4,6,4,6,4,5,4,4,8,7,10,19,11,18,15,11,17,16,14,14,12,15,9,16,16,15,13,304
multiscale finite element,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,17,28,16,25,29,29,25,15,31,19,27,14,304
adaptive mesh refinement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,10,11,11,16,22,24,29,26,27,17,31,25,39,304
negative answer question,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,3,3,4,6,16,14,17,10,10,12,18,21,13,18,16,12,23,17,26,32,303
extreme value theory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,4,18,7,14,10,17,16,15,17,26,19,13,22,23,30,30,303
study cauchy problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,8,11,9,16,14,22,26,20,22,18,20,20,21,17,22,20,303
numerical results illustrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,11,10,17,29,20,24,32,34,20,25,28,32,303
derived category coherent,0,0,0,0,0,0,0,0,4,5,0,4,5,5,8,7,19,6,8,9,11,8,22,11,12,8,15,11,15,9,13,18,19,5,12,13,21,303
partially ordered sets,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,5,4,10,14,7,7,14,21,8,25,11,22,18,20,9,18,19,13,22,23,303
theoretical computer science,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,4,0,5,9,9,14,13,7,7,12,19,14,17,18,22,16,29,20,26,29,303
domain omega subset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,3,4,10,14,15,9,21,22,14,25,22,38,24,36,31,302
ndimensional euclidean space,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,3,10,11,12,5,8,14,17,13,11,21,26,18,16,11,11,23,7,29,14,11,302
results new even,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,3,10,12,6,9,9,16,20,31,8,33,17,27,31,23,33,302
optimal rate convergence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,7,5,14,29,16,11,19,20,15,30,20,16,22,19,19,26,302
topological field theory,0,0,0,5,0,3,0,3,3,7,5,0,5,5,0,6,6,3,6,8,11,14,8,13,10,14,10,15,9,9,13,10,17,11,16,29,27,301
decision process mdp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,12,11,5,12,16,39,38,26,36,26,39,30,301
validate theoretical findings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,3,7,8,14,15,22,34,53,129,300
posteriori error estimator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,22,25,24,24,32,21,30,29,37,26,300
local limit theorem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,5,8,8,4,11,11,17,15,17,13,11,16,16,19,18,32,20,21,19,300
consider problem finding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,5,6,5,14,16,16,15,26,20,20,26,13,22,17,21,13,23,300
let odd prime,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,7,9,10,11,7,13,13,12,9,17,15,19,20,24,9,18,18,27,26,300
order differential equations,0,0,0,0,0,0,0,0,0,0,4,4,6,0,3,5,6,11,16,4,10,9,9,12,13,12,22,14,20,19,18,19,11,9,19,17,7,299
simultaneous wireless information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,30,32,29,36,26,20,25,16,20,10,13,299
optimal stopping problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,10,5,18,23,19,15,20,10,21,18,16,11,22,25,23,12,14,299
stochastic dynamical systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,5,14,10,12,5,8,18,29,14,22,31,27,28,28,33,299
vehicle routing problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,11,16,19,24,30,50,45,49,35,299
special linear group,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,7,8,11,6,9,10,21,19,7,18,12,27,15,16,18,12,23,25,24,299
study existence uniqueness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,14,8,15,8,12,19,13,12,21,20,15,23,29,19,20,14,14,298
nonnegative scalar curvature,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,5,0,3,0,19,11,11,15,15,12,15,23,11,19,16,17,35,31,22,298
simulation results provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,10,10,15,16,24,19,31,15,25,22,19,18,23,17,15,298
sample covariance matrices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,5,8,12,15,11,18,15,15,15,15,17,20,14,22,16,22,19,20,298
obtain upper bounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,4,9,19,10,14,21,21,16,19,25,20,22,18,22,22,20,297
extends previous results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,4,8,8,14,7,15,10,13,13,17,22,12,20,17,24,22,21,34,297
confirm theoretical results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,8,12,10,9,20,25,22,25,27,32,32,24,32,297
derive sufficient conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,5,8,8,6,12,16,16,14,17,17,12,24,21,16,26,21,39,297
solved polynomial time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,8,9,13,22,16,12,10,11,19,28,28,26,27,29,22,297
paper give complete,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,5,6,13,9,10,6,10,27,12,19,20,23,18,22,22,28,16,14,297
random geometric graphs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,14,12,17,16,18,13,21,21,14,22,23,14,32,37,296
performance proposed algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,16,11,22,12,16,20,22,24,31,27,31,24,20,296
finitely generated free,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,9,13,8,6,13,8,9,9,23,19,18,15,19,12,8,17,8,8,17,10,10,24,296
steepest descent method,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,3,6,8,3,6,12,5,10,13,13,20,9,8,20,13,31,25,22,20,31,296
open question whether,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,0,5,3,3,5,6,7,13,15,13,18,14,18,18,12,19,29,23,29,29,296
prove new results,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,6,3,7,8,7,11,8,11,15,19,15,14,18,25,18,16,18,25,10,17,14,296
homogeneous dirichlet boundary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,4,5,6,15,8,9,13,20,23,26,20,34,24,20,23,34,296
obtain new proof,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,3,8,5,10,9,13,10,18,16,10,13,22,18,15,21,13,11,15,20,16,16,296
second order linear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,11,11,6,8,19,22,25,17,32,27,12,20,22,14,16,17,296
mock theta functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,5,6,20,23,13,18,20,10,20,19,17,22,27,17,16,21,295
operator hilbert space,0,0,0,0,0,0,0,0,0,0,4,7,3,4,0,0,8,8,6,3,4,9,9,17,12,21,13,15,18,23,21,15,17,16,11,9,22,295
inverse source problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,19,13,28,25,22,36,33,25,30,38,295
several complex variables,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,5,0,13,9,6,3,13,5,10,12,8,15,19,14,21,11,12,26,15,17,18,30,295
finite element space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,25,23,17,21,21,19,20,16,28,19,31,30,295
linear regression model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,5,7,11,12,12,10,12,21,28,17,18,27,22,28,31,15,294
provide lower bound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6,5,13,19,15,10,14,19,19,14,25,22,21,20,33,21,294
intelligent surfaces riss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,47,45,49,57,47,294
existence uniqueness weak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,13,5,10,11,17,15,22,20,16,30,24,17,20,25,33,294
two spatial dimensions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,9,17,14,13,8,19,25,16,16,24,25,22,21,24,27,294
complete riemannian manifolds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,4,13,10,7,23,14,6,18,28,15,7,27,26,18,20,26,19,293
fractional diffusion equation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,8,0,8,14,14,10,25,22,27,40,21,29,16,6,20,17,293
volterra integral equations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,5,11,12,10,6,8,6,16,8,14,35,30,27,18,28,20,25,293
ricci curvature bounded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,5,12,15,22,10,14,15,19,18,18,27,20,10,19,24,21,293
analytic number theory,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,9,3,9,4,7,7,11,9,15,13,27,16,15,11,14,17,12,17,26,31,293
results also show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,6,11,13,11,13,24,26,26,17,26,29,19,17,25,19,292
prime number theorem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,5,7,11,12,6,11,16,11,12,10,10,14,30,16,20,29,27,31,292
binary quadratic forms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,8,6,11,23,19,12,14,11,9,32,19,16,18,16,19,12,19,18,292
radial basis function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,11,18,9,18,28,16,25,38,22,45,26,22,292
riemann surface genus,0,0,0,0,0,0,4,3,4,7,6,0,5,0,9,4,5,9,4,9,7,12,7,9,16,12,17,18,19,12,11,18,17,13,10,14,11,292
compared existing methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,7,12,14,15,15,18,25,16,27,32,41,53,292
radial basis functions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,13,3,19,8,11,14,28,12,9,22,20,22,19,29,29,23,292
maximum likelihood estimators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,9,7,9,7,12,15,16,19,16,20,18,15,22,14,17,19,16,17,292
give several examples,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,7,4,4,5,3,9,11,13,12,17,17,13,14,15,15,18,16,18,18,23,9,19,292
similar results obtained,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,11,6,9,11,5,12,12,19,14,26,15,16,14,15,21,13,12,18,15,12,291
compact complex manifold,0,0,0,0,0,0,0,3,3,3,5,4,0,0,0,5,0,5,10,12,6,9,12,9,16,13,11,12,22,12,16,13,14,18,22,22,14,291
orthogonal multiple access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,32,34,46,49,28,18,17,21,14,291
fixed point set,0,0,0,0,0,0,0,0,0,3,0,0,7,9,12,9,14,9,4,5,12,18,7,10,9,10,7,11,16,14,17,19,22,10,10,17,10,291
constant magnetic field,0,0,0,0,0,0,0,0,0,0,4,4,0,8,4,4,5,10,11,0,15,9,11,19,12,9,11,10,8,18,12,19,10,18,18,20,21,290
