,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
high performance computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,14,14,14,32,30,48,41,51,60,82,60,57,52,64,60,695
neural language models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,16,29,38,72,106,119,117,76,54,48,695
often fall short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,13,95,254,307,694
approximate message passing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,11,23,36,56,40,46,31,52,65,56,68,62,76,49,694
introduces novel approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,7,8,7,11,13,18,109,340,167,694
knowledge graph completion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,30,74,61,102,135,144,118,694
competitive performance compared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,25,38,49,64,81,111,135,162,692
reinforcement learning agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,22,40,70,61,85,82,90,109,118,692
experiments synthetic real,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,6,17,29,33,37,53,68,73,58,80,72,59,79,691
propose new framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,10,11,26,40,64,69,83,98,83,114,71,690
millimeter wave mmwave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,53,74,101,73,84,67,64,56,44,34,690
federated learning framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,93,110,86,149,180,689
intelligent reflecting surface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,185,160,112,76,52,29,688
existing deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,35,48,91,75,84,79,91,165,688
performance paper propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,15,12,20,31,43,65,62,87,113,106,118,687
decision processes mdps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,20,13,17,18,11,16,26,50,56,73,71,96,103,100,687
synthetic aperture radar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,6,10,13,18,32,20,58,53,84,93,117,153,686
stateoftheart methods terms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,21,34,41,64,75,79,107,120,125,685
improve model performance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,18,41,77,109,122,156,141,684
experimental results validate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,10,9,14,22,30,43,62,48,92,168,174,684
renewable energy sources,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,9,10,18,20,19,33,63,68,79,101,124,124,684
existing methods rely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,17,19,27,30,68,152,347,684
classical machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,22,37,48,72,92,105,109,170,684
three realworld datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,20,31,59,95,84,106,139,128,683
domain adaptation uda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,79,138,120,128,112,74,683
experiments demonstrate approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,7,19,25,35,41,53,88,156,244,683
finetuning large language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,64,281,328,683
visionlanguage models lvlms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,233,419,681
shown great potential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,13,26,38,70,92,141,129,153,681
processing nlp tasks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,21,40,59,79,71,144,145,105,679
demonstrate efficacy proposed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,9,13,23,34,46,72,83,85,100,111,85,679
optical character recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,16,0,10,9,13,20,20,32,61,59,65,91,110,148,677
kernel hilbert space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,9,11,16,24,19,35,43,75,90,61,79,86,110,677
significant challenges due,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,62,235,366,676
language models vlms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,231,411,676
methods often struggle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,217,407,676
demonstrate proposed model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,42,55,63,84,78,91,111,121,675
demonstrate proposed framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,19,29,40,52,49,78,96,123,177,673
large amount data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,8,11,19,7,11,21,56,49,88,102,97,86,75,26,672
use large language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,99,286,277,672
problem paper propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,14,15,23,42,54,63,88,99,84,68,72,31,672
vulnerable adversarial attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,62,87,81,91,98,108,113,671
gaussian mixture models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,8,13,12,13,20,44,36,34,62,63,58,80,94,120,671
address limitations introduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,47,165,438,670
method consistently outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,13,17,17,43,47,58,73,98,291,670
results show effectiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,12,12,20,23,34,36,57,66,83,78,94,86,52,668
extensive experiments synthetic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,22,26,39,48,52,68,107,107,179,667
medical image classification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,41,66,88,109,162,172,666
recent years witnessed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,7,14,15,32,55,58,91,110,105,101,63,666
methods often rely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,10,17,38,185,395,665
edge computing mec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,56,93,89,89,78,90,100,664
contrastive learning framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,63,129,131,144,171,664
become increasingly important,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,8,8,10,10,19,26,30,40,41,61,93,132,172,664
existing approaches often,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,17,16,36,123,453,664
latent variable models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,21,32,20,32,69,72,93,55,87,53,53,49,663
pretrained large language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,167,268,198,662
several benchmark datasets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,23,30,37,64,88,90,87,86,63,72,662
outperforms baseline methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,23,26,31,46,67,88,137,223,661
directed acyclic graphs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,18,32,34,14,17,15,21,23,39,52,54,66,84,88,90,660
nonlinear dynamical systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,7,14,25,31,54,68,64,79,68,105,122,659
using deep reinforcement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,42,87,82,74,93,89,80,73,659
performance stateoftheart methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,21,29,48,72,70,94,108,92,95,659
proposed model achieves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,29,57,64,72,82,104,92,124,658
receiver operating characteristic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,12,12,21,36,67,78,84,76,69,97,90,657
achieve high accuracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,9,14,22,50,64,66,68,86,115,148,657
experiments across multiple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,20,122,499,656
stochastic block model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,13,30,56,48,42,56,64,59,46,46,63,68,50,656
machine learning data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,11,18,30,29,51,56,82,69,71,71,77,67,655
deep deterministic policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,31,41,71,102,74,76,119,118,654
person reidentification reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,59,90,96,115,79,51,55,58,654
ground truth data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,27,40,49,77,62,90,82,111,92,654
machine learning problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,17,15,39,31,49,71,80,87,79,68,57,42,652
however current methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,10,16,18,37,64,122,185,188,651
policy optimization ppo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,35,34,48,80,158,261,650
demonstrate method significantly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,21,30,48,67,132,330,649
outperforms previous methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,19,41,39,68,98,108,135,116,649
tasks experimental results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,22,39,36,51,82,115,128,156,649
physical layer security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,8,29,14,21,37,47,53,47,73,55,60,52,65,68,648
human action recognition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,44,56,39,71,82,46,59,84,60,76,647
preference optimization dpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,231,397,647
performance proposed approach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,17,18,36,36,52,86,74,75,84,80,60,646
results demonstrate significant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,9,17,10,15,28,33,23,14,95,187,197,644
neural networks dnn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36,48,77,79,100,90,79,70,29,644
face significant challenges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,43,203,384,643
intelligence machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,23,35,62,64,86,101,145,115,643
neural radiance field,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,116,217,200,65,643
artificial intelligence machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,23,34,60,62,88,100,145,117,642
neural ordinary differential,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,77,105,110,117,155,641
play key role,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,6,9,18,10,17,22,36,45,47,77,74,76,75,111,641
classification object detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,12,26,53,55,93,111,113,84,69,640
graphical user interface,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,5,7,10,13,30,14,13,26,20,33,51,50,40,56,92,163,640
vision foundation models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,194,383,639
dynamic time warping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,6,8,24,28,35,46,50,65,70,65,73,66,86,638
parameterefficient finetuning peft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,66,251,316,638
discontinuous galerkin method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,12,4,20,59,106,85,75,95,84,87,638
method achieves superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,9,22,33,49,66,86,123,233,638
performance experimental results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,12,15,22,30,40,54,57,81,130,187,638
address issues introduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,13,16,21,59,236,279,637
proposed method compared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,6,8,12,16,30,41,59,55,74,72,95,91,59,636
effectiveness proposed algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,9,21,31,31,30,28,50,55,66,61,72,88,73,636
comprehensive experiments demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,29,29,41,92,195,232,634
intrusion detection system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,9,21,24,16,12,15,13,30,48,47,69,65,57,73,92,632
network intrusion detection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,9,0,11,5,11,21,19,42,36,69,70,90,110,122,631
compared existing approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,8,10,13,19,17,33,38,47,58,87,112,175,631
performance proposed algorithm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,22,23,19,34,33,38,43,51,60,78,63,65,53,31,631
train machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,21,39,58,84,118,99,104,92,631
address challenges paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,16,25,30,81,176,277,630
neural networks however,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,31,54,80,74,91,116,83,74,630
approach significantly improves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,10,9,19,21,36,24,42,84,158,217,630
leverages large language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,206,387,630
based deep neural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,27,66,93,106,92,74,65,47,29,630
two publicly available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,19,27,31,40,74,83,76,93,92,77,630
new state art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,21,37,72,79,92,63,60,58,129,630
main contribution paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,13,24,23,19,27,32,29,34,51,52,77,51,57,47,52,20,629
study propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,28,26,37,46,68,120,142,137,629
squared error mse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,3,8,7,14,21,22,33,40,60,44,66,117,174,628
however existing works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,21,41,75,97,122,141,103,628
cognitive radio networks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,33,37,52,60,79,57,69,52,36,32,13,16,16,5,17,18,628
knowledge graph embedding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,19,81,66,79,121,89,86,54,628
using generative adversarial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,80,103,92,87,82,54,38,37,627
large data sets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,10,12,20,11,34,39,31,39,63,51,74,56,50,55,43,24,627
real world data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,10,14,18,25,28,37,40,48,55,73,68,59,56,47,36,627
spoken language understanding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,45,65,90,99,106,81,61,51,626
address challenge introduce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,21,73,186,311,626
many computer vision,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,6,9,15,35,45,72,71,78,77,68,56,53,28,626
outperforms state art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,12,26,27,37,44,76,90,83,61,63,42,50,626
long short term,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,31,55,67,70,85,81,53,51,52,55,625
deep metric learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,19,41,95,108,97,111,58,59,27,625
limited labeled data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,27,38,53,52,105,122,208,625
neural tangent kernel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,89,99,107,84,103,99,625
without requiring additional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,13,18,26,37,19,64,138,289,624
low computational cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,12,12,21,20,33,43,52,66,78,81,78,106,624
experimental results reveal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,7,17,19,25,29,34,66,99,133,177,624
challenge propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,14,26,40,34,119,170,198,623
paper propose efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,11,8,13,17,11,25,52,59,72,71,73,72,60,58,623
cellfree massive mimo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,26,49,46,120,93,69,114,82,623
tackle problem propose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,19,34,51,59,74,107,110,102,55,623
data machine learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,22,32,47,68,72,76,93,109,87,622
approach outperforms existing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,13,21,32,28,68,52,52,106,114,124,622
training deep learning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,37,50,80,77,89,95,90,84,622
also propose novel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,15,17,34,50,69,74,86,82,96,79,621
outperforms stateoftheart models,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,17,39,53,56,71,102,120,154,621
model significantly outperforms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,22,47,59,79,68,49,67,100,107,620
significant performance improvement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,11,14,22,27,34,46,75,67,73,97,79,56,620
paper propose two,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,15,17,16,21,18,36,49,59,72,78,73,52,54,43,620
accuracy precision recall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,13,39,42,49,94,137,227,620
scene graph generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,17,44,72,103,145,122,90,619
implicit neural representations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,73,127,147,232,619
graph attention network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,74,76,83,96,133,132,618
yet effective method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,18,26,35,77,91,94,133,126,618
experiments demonstrate superiority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,27,29,40,53,119,185,148,618
experimental results confirm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,9,7,11,22,31,44,60,58,72,61,103,122,617
multiple access channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,11,26,23,24,51,38,24,49,28,35,38,38,40,25,23,29,31,33,23,617
latent diffusion model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,146,236,218,616
reduce computational cost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,12,12,13,28,48,55,85,76,84,67,119,615
introduce novel framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,9,20,18,27,26,64,226,204,615
effectiveness proposed model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,14,27,38,60,72,75,101,89,69,53,615
convolution neural network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,44,59,110,88,91,88,53,42,24,614
machine reading comprehension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,77,129,120,88,77,42,17,614
autonomous vehicles avs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,32,39,65,59,112,134,151,614
short term memory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,29,55,66,72,82,82,51,50,48,55,614
optical flow estimation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,35,47,44,62,53,64,135,66,71,613
public datasets demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,29,26,51,75,77,135,206,613
demonstrate superiority method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,25,36,59,79,123,156,107,611
performance across multiple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,14,12,48,146,371,610
unlike existing methods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,28,27,31,39,40,75,141,200,609
optical coherence tomography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,15,46,54,68,46,95,91,90,89,608
data experimental results,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,11,17,33,44,55,49,72,87,107,109,608
llms demonstrated remarkable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,189,342,606
